,Unnamed: 0,dias,fatorec,fatorev,neuronio,interação,acc_train,acc_test,test_acum,dif_acc,sharpe,DD_Max,DD_Mean,DD_std
59,0,1,0.25,0.25,37,500,0.5211756537838463,0.4493055555555556,35.527223609028404,0.07187009822829077,0.9348237757102243,7.6008386889896755,1.9928479707907492,1.6121155753702632
77,0,1,0.25,0.25,41,300,0.4586901180282342,0.4319444444444445,32.71385061087839,0.026745673583789764,0.5563475996190648,11.760219917647815,3.8169269723122734,2.7790035418292267
78,0,1,0.25,0.25,41,400,0.4809071974080074,0.4326388888888889,36.741758237115135,0.048268308519118515,0.6843054999469461,10.738407988818944,2.998874640927648,2.2100724017021327
79,0,1,0.25,0.25,41,500,0.492015737097894,0.4368055555555556,41.36068591901293,0.05521018154233842,0.7504475708139752,11.022938184515926,4.0908894654613865,3.028987042457057
84,0,1,0.25,0.25,42,500,0.5167785234899329,0.4340277777777778,27.488914263944014,0.08275074571215513,0.5368906426422332,10.240042228585367,3.233463848412668,2.5032517381581263
89,0,1,0.25,0.25,43,500,0.5133071048368433,0.43333333333333335,29.94173488612295,0.07997377150350993,0.5003281198971533,11.968839525660773,3.551156037679713,2.6452222943720622
91,0,1,0.25,0.25,44,200,0.4906271696366582,0.4479166666666667,39.992058043164725,0.04271050296999152,0.6593466756381033,12.130813582842796,2.6518811792723715,2.567440507316543
92,0,1,0.25,0.25,44,300,0.5181670909511688,0.4513888888888889,48.442647513971025,0.06677820206227986,0.7350940528538049,13.1799862414627,2.828993602630286,3.096863069206265
93,0,1,0.25,0.25,44,400,0.5376070354084702,0.4493055555555556,52.59350141312215,0.08830147985291464,1.1680104137850995,9.005656249705106,2.214791321868881,2.142620537299629
94,0,1,0.25,0.25,44,500,0.5549641286739181,0.4444444444444444,50.49798545098621,0.11051968422947367,1.1793996080112374,8.563337669093926,2.1646157519425397,2.156388968290301
96,0,1,0.25,0.25,45,200,0.4691043739875029,0.4368055555555556,39.022935889783795,0.03229881843194732,0.5726731608514464,13.628344597733467,3.0293959238707213,3.050743872270078
104,0,1,0.25,0.25,46,500,0.5153899560286971,0.4430555555555555,33.98537663555023,0.07233440047314155,0.5623523830416193,12.086861427253881,3.604973611308616,2.9179045456666644
107,0,1,0.25,0.25,47,300,0.4989585744040732,0.4375,31.246200815657996,0.06145857440407315,0.6157765871111377,10.148551104304511,3.0805188187462664,2.6461910700954827
109,0,1,0.25,0.25,47,500,0.531358481832909,0.44027777777777777,30.341031400452145,0.09108070405513123,0.5591094346347549,10.853342662791157,2.1995642428713618,2.058086440824196
111,0,1,0.25,0.25,48,200,0.4836843323304791,0.4506944444444445,38.36346269134523,0.03298988788603463,0.7348608846501291,10.44101366467757,2.8446943095413797,2.5258814587092577
112,0,1,0.25,0.25,48,300,0.5084471187225179,0.4430555555555555,40.43864945560089,0.06539156316696237,0.8191748813008437,9.873019883467279,2.8100057802617573,2.4865341964449974
113,0,1,0.25,0.25,48,400,0.5253413561675538,0.4513888888888889,58.2897214687174,0.07395246727866495,1.4220819150946495,8.197800822864389,1.8537132395726932,1.6416988909850745
114,0,1,0.25,0.25,48,500,0.5364498958574404,0.4520833333333333,51.65678982940171,0.08436656252410707,1.4088244980830384,7.333317939841358,1.844114901895452,1.4549517167189912
122,0,1,0.25,0.25,50,300,0.5112242536449896,0.4451388888888889,36.36732420295595,0.06608536475610073,0.5710702309238422,12.736550509426179,2.6428866286183816,2.661677057715274
123,0,1,0.25,0.25,50,400,0.5262670678083777,0.4527777777777778,51.02420175082764,0.07348929003059995,1.4957313687306677,6.822642463416231,1.5380757819521982,1.3802353957223497
124,0,1,0.25,0.25,50,500,0.5410784540615599,0.44583333333333336,53.6365701365411,0.0952451207282265,1.486246157855026,7.21772363925909,1.6045015559139926,1.3897013757565615
126,0,1,0.25,0.25,51,200,0.4950242999305716,0.4298611111111112,44.68993391707277,0.06516318881946047,0.9803326803270298,9.117299629787842,2.081753445121551,1.8302742229732671
127,0,1,0.25,0.25,51,300,0.5172413793103449,0.43125,48.688419893790105,0.08599137931034484,1.0584029774975892,9.20035580566968,2.109897065001144,1.807412199387856
128,0,1,0.25,0.25,51,400,0.5348299004859987,0.4305555555555556,36.227952519213034,0.10427434493044307,0.7059439652642372,10.263690689856038,3.0761590862181776,2.3623502470320443
129,0,1,0.25,0.25,51,500,0.5496412867391808,0.4368055555555556,36.83748063028883,0.11283573118362522,0.7438899070317151,9.904014097268373,2.7474542707802736,2.1686599566214664
134,0,1,0.25,0.25,52,500,0.5341356167553807,0.4319444444444445,33.85476877676938,0.10219117231093623,0.5023396176632781,13.478836861106382,2.7559199604070153,2.5883551161894665
138,0,1,0.25,0.25,53,400,0.508215690812312,0.4486111111111111,48.45241038790049,0.05960457970120087,0.8075510342097112,11.999838607182811,2.5324681248272443,2.4434626735720304
139,0,1,0.25,0.25,53,500,0.523952788706318,0.4513888888888889,51.16898946154416,0.07256389981742911,1.0009205878755376,10.224385447031473,2.0633172282318863,2.050017468704377
141,0,1,0.25,0.25,54,200,0.4901643138162463,0.4270833333333333,34.95157334656114,0.06308098048291294,0.7787198455029263,8.976674614986374,3.122703335515542,2.2703148655598198
142,0,1,0.25,0.25,54,300,0.5211756537838463,0.4444444444444444,46.53935870121628,0.07673120933940193,1.0696556575514828,8.701745907229274,2.2488735343153263,1.9802819884640601
143,0,1,0.25,0.25,54,400,0.5380698912288822,0.4493055555555556,49.44685795258797,0.08876433567332659,1.320940727890737,7.486612670584265,2.080496748345181,1.8689370121098547
144,0,1,0.25,0.25,54,500,0.5498727146493867,0.4479166666666667,51.86804127124145,0.10195604798272,1.2073519611099377,8.59203329964501,2.0344845757656955,1.8512971947442067
152,0,1,0.25,0.25,56,300,0.4616986808609118,0.4451388888888889,43.69283263056618,0.016559791972022952,0.8368636284998128,10.442043635924595,2.843036454680524,2.4770012199906453
153,0,1,0.25,0.25,56,400,0.476047211293682,0.44166666666666665,39.672072799147074,0.034380544627015334,0.5636005511359604,14.078081619752266,3.807960245123292,3.0880275971248485
154,0,1,0.25,0.25,56,500,0.4834529044202731,0.4409722222222222,37.55564759180161,0.0424806821980509,0.5122887059504572,14.66190730171341,3.6365113602939285,3.039447180772638
157,0,1,0.25,0.25,57,300,0.5001157139551029,0.4395833333333333,42.665081483453186,0.06053238062176969,0.6893407918418349,12.378516399546662,3.3365451328249933,3.10035506069624
158,0,1,0.25,0.25,57,400,0.5177042351307568,0.4493055555555556,55.78880421138696,0.06839867957520124,0.9186819500203108,12.145401182673405,3.4960806222232272,3.276604280748629
159,0,1,0.25,0.25,57,500,0.531589909743115,0.44722222222222224,56.51229468357221,0.0843676875208928,1.2732519246748093,8.876844179600283,2.0772464792284806,1.822979933335328
167,0,1,0.25,0.25,59,300,0.5086785466327239,0.4354166666666667,39.023262034999135,0.07326187996605726,0.5951350842935014,13.114085546250243,2.217123128227556,2.2162947994852886
171,0,1,0.25,0.25,60,200,0.4751214996528582,0.4208333333333333,35.608671642010634,0.05428816631952482,0.5601690912640891,12.713543891418702,3.1640581749663066,2.916380202744004
173,0,1,0.25,0.25,60,400,0.5181670909511688,0.4340277777777778,38.47822986833534,0.08413931317339096,0.6417573600814971,11.991519618395646,2.881285944605672,2.8071952653271417
