,dias,fatorec,fatorev,neuronio,interação,acc_train,acc_test,test_acum,dif_acc,sharpe,DD_Max,DD_Mean,DD_std
0,1,0.25,0.25,27,200,0.4934043045591298,0.4513888888888889,46.72907272910464,0.04201541567024092,1.0250546741138142,9.117381522991074,2.332094251801218,2.144682980458408
0,1,0.25,0.25,27,300,0.5165470955797269,0.4479166666666667,35.40144596823901,0.0686304289130602,0.7050703527859261,10.041961296020517,2.359782260889443,2.106446118980294
0,1,0.25,0.25,27,400,0.5290442027308493,0.45416666666666666,50.06225562945162,0.07487753606418263,0.8178431433397877,12.242507878714918,2.1920383934239456,2.5708552005846754
0,1,0.25,0.25,27,500,0.5459384401758852,0.4534722222222222,56.23787190142942,0.092466217953663,0.9067578505168606,12.404165427268879,2.212397398657753,2.5480461454545993
0,1,0.25,0.25,30,500,0.5126128211062254,0.42986111111111114,24.849400757711734,0.08275170999511428,0.5195537304113976,9.565671191711111,2.3627073031188335,1.8640009747953425
0,1,0.25,0.25,31,300,0.4857671835223328,0.43333333333333335,27.24955557995699,0.05243385018899943,0.5597410000690061,9.73648725985683,2.7163678950410266,2.353466435311808
0,1,0.25,0.25,31,400,0.5049757000694284,0.4388888888888889,38.47639831056315,0.0660868111805395,0.6140567049588292,12.531871405310323,3.7044803312480257,3.0100179114942107
0,1,0.25,0.25,31,500,0.5227956491552881,0.4479166666666667,56.4958093952694,0.0748789824886214,0.8220682046666996,13.744798564049837,3.623018602985912,3.2316910644271704
0,1,0.25,0.25,33,100,0.44804443415875955,0.41944444444444445,33.40280561408759,0.0285999897143151,0.5367492212687688,12.44633593883191,3.1731814632081354,2.8511536595458726
0,1,0.25,0.25,33,200,0.4857671835223328,0.44166666666666665,48.74652147291558,0.04410051685566613,0.8233862785271407,11.8404988628454,2.7634330617273273,2.832767359510307
0,1,0.25,0.25,33,300,0.5049757000694284,0.44722222222222224,52.666347442317424,0.057753477847206136,0.8758264486643733,12.0266629359351,2.801660531648252,3.0860011279008583
0,1,0.25,0.25,33,400,0.5225642212450822,0.4444444444444444,42.043089669954846,0.07811977680063775,0.5844388684329141,14.387506355519143,3.5252020031251527,3.748868835281787
0,1,0.25,0.25,34,100,0.42513307104836845,0.4083333333333333,25.592122861969344,0.016799737715035123,0.5946045691954907,8.6081151029821,3.1459514391201924,2.27284194635117
0,1,0.25,0.25,37,500,0.5211756537838463,0.44930555555555557,35.527223609028404,0.07187009822829077,0.9348237757102245,7.6008386889896755,1.9928479707907494,1.6121155753702632
0,1,0.25,0.25,41,300,0.45869011802823423,0.43194444444444446,32.71385061087839,0.026745673583789764,0.5563475996190648,11.760219917647817,3.8169269723122743,2.7790035418292267
0,1,0.25,0.25,41,400,0.4809071974080074,0.4326388888888889,36.74175823711513,0.04826830851911851,0.6843054999469461,10.738407988818942,2.998874640927648,2.2100724017021327
0,1,0.25,0.25,41,500,0.492015737097894,0.43680555555555556,41.36068591901293,0.05521018154233842,0.7504475708139752,11.022938184515926,4.090889465461387,3.028987042457057
0,1,0.25,0.25,42,500,0.5167785234899329,0.4340277777777778,27.488914263944018,0.08275074571215513,0.5368906426422332,10.240042228585368,3.233463848412668,2.5032517381581263
0,1,0.25,0.25,43,500,0.5133071048368433,0.43333333333333335,29.94173488612295,0.07997377150350993,0.5003281198971533,11.968839525660773,3.551156037679713,2.645222294372062
0,1,0.25,0.25,44,200,0.4906271696366582,0.4479166666666667,39.992058043164725,0.042710502969991515,0.6593466756381033,12.130813582842794,2.6518811792723715,2.567440507316543
0,1,0.25,0.25,44,300,0.5181670909511688,0.4513888888888889,48.44264751397102,0.06677820206227986,0.7350940528538049,13.1799862414627,2.828993602630286,3.0968630692062655
0,1,0.25,0.25,44,400,0.5376070354084702,0.44930555555555557,52.59350141312215,0.08830147985291464,1.1680104137850997,9.005656249705105,2.214791321868881,2.142620537299629
0,1,0.25,0.25,44,500,0.5549641286739181,0.4444444444444444,50.4979854509862,0.11051968422947367,1.1793996080112374,8.563337669093926,2.1646157519425393,2.1563889682903015
0,1,0.25,0.25,45,200,0.4691043739875029,0.43680555555555556,39.022935889783795,0.03229881843194732,0.5726731608514464,13.628344597733467,3.029395923870721,3.050743872270078
0,1,0.25,0.25,46,500,0.5153899560286971,0.44305555555555554,33.98537663555023,0.07233440047314155,0.5623523830416193,12.08686142725388,3.6049736113086155,2.9179045456666644
0,1,0.25,0.25,47,300,0.49895857440407315,0.4375,31.246200815657993,0.06145857440407315,0.6157765871111377,10.14855110430451,3.080518818746266,2.6461910700954827
0,1,0.25,0.25,47,500,0.531358481832909,0.44027777777777777,30.341031400452145,0.09108070405513125,0.5591094346347549,10.853342662791157,2.199564242871362,2.058086440824196
0,1,0.25,0.25,48,200,0.4836843323304791,0.45069444444444445,38.36346269134523,0.03298988788603463,0.7348608846501291,10.44101366467757,2.84469430954138,2.5258814587092577
0,1,0.25,0.25,48,300,0.5084471187225179,0.44305555555555554,40.43864945560089,0.06539156316696237,0.8191748813008437,9.873019883467279,2.8100057802617573,2.4865341964449974
0,1,0.25,0.25,48,400,0.5253413561675538,0.4513888888888889,58.28972146871741,0.07395246727866495,1.4220819150946495,8.197800822864387,1.8537132395726934,1.6416988909850743
0,1,0.25,0.25,48,500,0.5364498958574404,0.45208333333333334,51.65678982940171,0.08436656252410707,1.4088244980830384,7.333317939841358,1.8441149018954517,1.4549517167189912
0,1,0.25,0.25,50,300,0.5112242536449896,0.44513888888888886,36.36732420295595,0.06608536475610072,0.5710702309238422,12.73655050942618,2.6428866286183816,2.661677057715274
0,1,0.25,0.25,50,400,0.5262670678083777,0.4527777777777778,51.02420175082765,0.07348929003059995,1.4957313687306675,6.82264246341623,1.5380757819521982,1.3802353957223497
0,1,0.25,0.25,50,500,0.5410784540615599,0.44583333333333336,53.6365701365411,0.0952451207282265,1.4862461578550261,7.217723639259091,1.6045015559139926,1.3897013757565615
0,1,0.25,0.25,51,200,0.4950242999305716,0.42986111111111114,44.68993391707277,0.06516318881946048,0.9803326803270298,9.117299629787844,2.081753445121551,1.8302742229732671
0,1,0.25,0.25,51,300,0.5172413793103449,0.43125,48.688419893790105,0.08599137931034484,1.0584029774975892,9.20035580566968,2.1098970650011437,1.8074121993878562
0,1,0.25,0.25,51,400,0.5348299004859987,0.4305555555555556,36.22795251921303,0.10427434493044307,0.7059439652642372,10.263690689856038,3.0761590862181776,2.3623502470320443
0,1,0.25,0.25,51,500,0.5496412867391808,0.43680555555555556,36.83748063028883,0.11283573118362522,0.7438899070317151,9.904014097268373,2.7474542707802736,2.1686599566214664
0,1,0.25,0.25,52,500,0.5341356167553807,0.43194444444444446,33.85476877676938,0.10219117231093622,0.5023396176632781,13.47883686110638,2.755919960407015,2.5883551161894665
0,1,0.25,0.25,53,400,0.508215690812312,0.4486111111111111,48.45241038790049,0.059604579701200866,0.8075510342097112,11.99983860718281,2.532468124827244,2.4434626735720304
0,1,0.25,0.25,53,500,0.523952788706318,0.4513888888888889,51.168989461544164,0.07256389981742911,1.0009205878755376,10.224385447031473,2.0633172282318863,2.0500174687043775
0,1,0.25,0.25,54,200,0.49016431381624626,0.4270833333333333,34.95157334656114,0.06308098048291294,0.7787198455029263,8.976674614986372,3.122703335515542,2.27031486555982
0,1,0.25,0.25,54,300,0.5211756537838463,0.4444444444444444,46.53935870121628,0.07673120933940192,1.069655657551483,8.701745907229274,2.248873534315327,1.98028198846406
0,1,0.25,0.25,54,400,0.5380698912288822,0.44930555555555557,49.44685795258797,0.08876433567332659,1.320940727890737,7.486612670584265,2.080496748345181,1.8689370121098547
0,1,0.25,0.25,54,500,0.5498727146493867,0.4479166666666667,51.868041271241445,0.10195604798272001,1.2073519611099375,8.59203329964501,2.0344845757656955,1.851297194744207
0,1,0.25,0.25,56,300,0.4616986808609118,0.44513888888888886,43.69283263056618,0.016559791972022952,0.8368636284998128,10.442043635924597,2.843036454680524,2.477001219990645
0,1,0.25,0.25,56,400,0.476047211293682,0.44166666666666665,39.67207279914707,0.03438054462701534,0.5636005511359604,14.078081619752268,3.8079602451232915,3.088027597124849
0,1,0.25,0.25,56,500,0.4834529044202731,0.4409722222222222,37.55564759180161,0.0424806821980509,0.5122887059504572,14.66190730171341,3.636511360293928,3.039447180772638
